,id,usuario_id,curp,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,genero,nacionalidad,talla_playera,talla_pantalon,talla_calzado,peso,estatura,banco,nivel_estudios,nivel_estudios_deseado,experiencia_ciencia,experiencia_arte,interes_desarrollo_comunitario,razones_interes,profesion_interes,interes_incorporacion,codigo_postal,estado,colonia,municipio,localidad,calle,numero_exterior,numero_interior,estado_deseado,municipio_deseado,certificado,identificacion,estado_cuenta
1293,1294,1300,VODK8590Z64UPDG6,Norma,Escobar,González,1983-12-27,O,Paraguayo,XS,XL,27,115.64,2.00,BanCoppel,Preparatoria,Preparatoria,Otro,Teatro,False,Razón 4,Profesión 5,Interés 3,20797,Aguascalientes,La Sierra,Pabellón de Arteaga,Cosío,Silva,69,100,Nayarit,Cosío,/,/,/
1294,1295,1301,FOFV7101T84AXPF0,Carlos,Lara,Santos,1966-09-09,M,Italiana,XXL,XS,34,97.36,2.00,BBVA,Secundaria,Secundaria,Física,Ninguna,True,Razón 2,Profesión 3,Interés 1,79376,San Luis Potosí,La Cascada,Ensenada,Calvillo,Gómez Farías,242,67,Guanajuato,Pabellón de Arteaga,/,/,/
1295,1296,1302,JUJN6032C26IJPF9,Martha,Salazar,Herrera,1962-05-10,M,Colombiana,XXL,M,27,40.62,2.00,Banamex,Primaria,Primaria,Química,Ninguna,False,Razón 4,Profesión 5,Interés 4,85710,Sonora,La Esperanza,El Llano,Jesús María,Torres,638,40,Chihuahua,Tepezalá,/,/,/
1296,1297,1303,COND7294N06UYVB8,Daniel,Gallardo,Pérez,1975-10-07,O,Costarricense,M,L,27,80.80,2.00,Banco del Bajío,Preparatoria,Preparatoria,Física,Teatro,True,Razón 4,Profesión 1,Interés 5,91568,Veracruz,La Libertad,San José de Gracia,Rincón de Romos,Pérez,997,53,Veracruz,Jesús María,/,/,/
1297,1298,1304,XIPK3931P96ANFW1,Diana,Guzmán,Vázquez,1998-03-26,O,Peruano,S,M,30,45.86,2.00,Scotiabank,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,True,Razón 5,Profesión 1,Interés 1,65771,Nuevo León,La Fe,Jesús María,Tepezalá,Torres,703,83,Campeche,Ensenada,/,/,/
1298,1299,1305,PIZH0490T93OWSJ5,Teresa,Silva,Bautista,1968-07-21,O,Paraguaya,XXL,XXL,25,63.17,2.00,BBVA,Preparatoria,Preparatoria,Química,Ninguna,True,Razón 4,Profesión 2,Interés 3,25552,Coahuila,La Paz,San José de Gracia,San José de Gracia,Álvarez,401,22,Morelos,Aguascalientes,/,/,/
1299,1300,1306,MIQB1901X27IDMH1,Elena,Rosas,Bautista,1990-11-05,F,Puertorriqueña,S,XXL,29,83.22,2.00,Scotiabank,Preparatoria,Preparatoria,Biología,Literatura,True,Razón 1,Profesión 1,Interés 1,22840,Baja California,La Palma,Tepezalá,Cosío,Aguilar,640,1,Sinaloa,Ensenada,/,/,/
1300,1301,1307,CARM8002T86AMGN8,Rubén,Bautista,Valdés,1983-01-15,O,Peruana,XXL,XS,32,104.67,2.00,Banco del Bajío,Secundaria,Secundaria,Otro,Música,False,Razón 2,Profesión 2,Interés 3,20340,Aguascalientes,La Luz,Ensenada,Asientos,Benito Juárez,584,28,Michoacan,Ensenada,/,/,/
1301,1302,1308,FIGR9005B90IRNF5,Martha,Esparza,León,1998-09-22,M,Sanmartinense,XL,M,22,82.91,2.00,Banamex,Primaria,Primaria,Física,Literatura,False,Razón 4,Profesión 3,Interés 1,85503,Sonora,La Libertad,Ensenada,Rincón de Romos,Revolución,927,94,Hidalgo,Rincón de Romos,/,/,/
1302,1303,1309,GACX7755N32EBRR6,Eduardo,Herrera,Vega,1995-08-09,O,Barbudense,XXL,XL,30,106.39,2.00,BanCoppel,Primaria,Primaria,Otro,Música,False,Razón 5,Profesión 2,Interés 3,45969,Jalisco,San Pedro,Jesús María,Jesús María,León,574,21,Colima,Jesús María,/,/,/
1303,1304,1310,XUQW9680V75EXLH8,Rubén,Salazar,Mata,1966-01-11,O,Nicaragüense,M,S,22,40.36,2.00,Banco Azteca,Preparatoria,Preparatoria,Física,Artes Plásticas,True,Razón 5,Profesión 5,Interés 2,98693,Zacatecas,San Pedro,Asientos,Jesús María,Rojas,875,86,Colima,Aguascalientes,/,/,/
1304,1305,1311,RAXR3722F02ABSF3,Fernando,Valdés,Cuevas,1991-01-16,O,Argentino,L,S,27,79.81,2.00,Banamex,Licenciatura,Licenciatura,Otro,Teatro,False,Razón 5,Profesión 2,Interés 5,78786,San Luis Potosí,La Paz,Aguascalientes,Calvillo,Gómez,515,85,Coahuila,Aguascalientes,/,/,/
1305,1306,1312,ZOJC5779N30EKRT2,Luis,Sánchez,Jiménez,1971-04-26,O,Hondureña,L,XXL,29,92.13,2.00,Banamex,Primaria,Primaria,Química,Ninguna,True,Razón 1,Profesión 5,Interés 4,38549,Guanajuato,La Soledad,Pabellón de Arteaga,Tepezalá,Carrillo,969,99,Sonora,Rincón de Romos,/,/,/
1306,1307,1313,YOQT6389C97UPLT8,Alberto,Aguayo,Bautista,1993-11-13,O,Mexicana,XXL,XL,27,44.41,2.00,Inbursa,Licenciatura,Licenciatura,Ninguna,Literatura,False,Razón 2,Profesión 4,Interés 1,21380,Baja California,La Playa,El Llano,Aguascalientes,Revolución,684,3,Jalisco,Pabellón de Arteaga,/,/,/
1307,1308,1314,NEJQ7964Q73ERDX8,Elena,Rivera,Lara,1978-05-16,F,Figueroense,XXL,S,27,107.44,2.00,BanCoppel,Secundaria,Secundaria,Biología,Teatro,True,Razón 4,Profesión 1,Interés 5,24816,Campeche,La Soledad,Aguascalientes,Rincón de Romos,Rojas,305,84,Veracruz,Rincón de Romos,/,/,/
1308,1309,1315,VOPJ5801M50UZZG9,Mónica,Silva,Herrera,1967-07-03,F,Haitiana,XL,S,23,86.13,2.00,Scotiabank,Primaria,Primaria,Biología,Teatro,True,Razón 2,Profesión 4,Interés 4,56900,Estado de México,San Juan,Cosío,San José de Gracia,Ramírez,267,47,Nuevo León,Jesús María,/,/,/
1309,1310,1316,CONC7839M79EFWR3,Gloria,Aguilar,Pacheco,2000-08-05,O,Panameño,S,XXL,22,107.77,2.00,Scotiabank,Primaria,Primaria,Química,Música,True,Razón 2,Profesión 3,Interés 5,86773,Tabasco,San Juan,Cosío,Asientos,Ruiz,417,96,Colima,Tepezalá,/,/,/
1310,1311,1317,SUBZ8833L07EBKW9,Roberto,Campos,Salazar,1977-07-06,F,Dominiqués,XL,L,24,67.84,2.00,Inbursa,Preparatoria,Preparatoria,Biología,Música,True,Razón 4,Profesión 2,Interés 2,88830,Tamaulipas,La Cascada,Rincón de Romos,El Llano,González,233,96,Sonora,Rincón de Romos,/,/,/
1311,1312,1318,GARC5865M47ISTY4,Eduardo,Rosas,Castillo,1994-11-18,M,Chileno,XS,XL,30,76.21,2.00,Banamex,Primaria,Primaria,Biología,Música,False,Razón 5,Profesión 5,Interés 3,29174,Chiapas,La Playa,Cosío,Jesús María,Gutiérrez,769,65,Nayarit,Pabellón de Arteaga,/,/,/
1312,1313,1319,SITT8215M94EKGN7,Salvador,Rosas,Cuevas,1987-04-06,F,Paraguaya,S,XXL,29,92.83,2.00,Santander,Primaria,Primaria,Otro,Ninguna,False,Razón 5,Profesión 2,Interés 2,62162,Morelos,La Fe,Calvillo,San José de Gracia,Juárez,88,32,Baja California,Rincón de Romos,/,/,/
1313,1314,1320,XIHS8775Q17OBMQ1,Luis,Herrera,Cárdenas,1967-01-25,O,Figueroense,S,XXL,29,115.54,2.00,BanCoppel,Secundaria,Secundaria,Física,Teatro,False,Razón 2,Profesión 2,Interés 1,80991,Sinaloa,La Huerta,Calvillo,Pabellón de Arteaga,Juárez,119,35,Nuevo León,Rincón de Romos,/,/,/
1314,1315,1321,XOFX8501B01EBMQ4,Armando,Gómez,Torres,1976-12-15,O,Haitiano,XXL,S,30,41.71,2.00,BBVA,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 3,Profesión 2,Interés 2,34772,Durango,La Loma,Jesús María,Pabellón de Arteaga,Reyes,312,26,Yucatan,El Llano,/,/,/
1315,1316,1322,YEJR0309T00UMLG7,Sofía,Villarreal,Pacheco,1980-11-18,F,Antiguano,XS,M,26,103.14,2.00,Santander,Primaria,Primaria,Física,Música,True,Razón 5,Profesión 3,Interés 3,77865,Quintana Roo,La Luz,Tepezalá,Asientos,Díaz,855,8,Guerrero,Asientos,/,/,/
1316,1317,1323,JEXT4671W62UTKQ7,Ricardo,Cárdenas,Herrera,1964-12-10,O,Haitiana,M,XS,27,45.30,2.00,Scotiabank,Primaria,Primaria,Química,Música,False,Razón 1,Profesión 2,Interés 1,90579,Tlaxcala,La Huerta,Rincón de Romos,Asientos,Vázquez,403,26,Jalisco,Rincón de Romos,/,/,/
1317,1318,1324,PUTC7064P84ABTH6,José Luis,Torres,Aguayo,1997-01-17,O,Argentino,XL,XS,22,80.39,2.00,BanCoppel,Secundaria,Secundaria,Ninguna,Teatro,True,Razón 5,Profesión 2,Interés 4,23353,Baja California Sur,La Perla,Jesús María,El Llano,Revolución,165,26,Nuevo León,Asientos,/,/,/
1318,1319,1325,GUBM7514W49ASRK4,Sofía,Cárdenas,Mendoza,1991-05-09,O,Costarricense,XXL,L,25,40.81,2.00,Inbursa,Primaria,Primaria,Biología,Música,False,Razón 5,Profesión 1,Interés 5,55679,Estado de México,La Luz,Cosío,El Llano,Benito Juárez,111,36,Veracruz,Ensenada,/,/,/
1319,1320,1326,DICF3441B19IQNR8,Dora,Álvarez,Cruz,1989-06-15,O,Chileno,L,XXL,24,72.69,2.00,Banco del Bajío,Licenciatura,Licenciatura,Otro,Música,True,Razón 2,Profesión 5,Interés 5,88676,Tamaulipas,La Isla,Cosío,Jesús María,Medina,404,72,Nayarit,Ensenada,/,/,/
1320,1321,1327,HIWN1114F30ODCW1,Pedro,Guzmán,Vega,1960-02-28,M,Guyanés,M,L,31,76.33,2.00,Banamex,Licenciatura,Licenciatura,Física,Ninguna,True,Razón 2,Profesión 4,Interés 5,31184,Chihuahua,San Pedro,Pabellón de Arteaga,Jesús María,Medina,403,25,San Luis Potosí,Ensenada,/,/,/
1321,1322,1328,WICD8502Q93ELPK0,Roberto,Lugo,Juárez,1965-03-01,F,Dominiqués,XS,M,26,115.88,2.00,Inbursa,Licenciatura,Licenciatura,Química,Literatura,False,Razón 5,Profesión 3,Interés 1,76261,Querétaro,La Palma,Calvillo,El Llano,Álvarez,398,52,Colima,Rincón de Romos,/,/,/
1322,1323,1329,POLM9252W15ILXN1,Mónica,Vargas,Villanueva,1962-02-07,F,Nicaragüense,XS,XS,33,95.82,2.00,Banco del Bajío,Primaria,Primaria,Ninguna,Teatro,True,Razón 1,Profesión 3,Interés 3,23900,Baja California Sur,La Paz,Jesús María,Tepezalá,Rivera,955,29,Baja California,Cosío,/,/,/
1323,1324,1330,MOMB9829M13EFPY0,Norma,Torres,León,1983-09-24,F,Trinitense,M,XL,29,83.25,2.00,BanCoppel,Licenciatura,Licenciatura,Ninguna,Ninguna,False,Razón 2,Profesión 4,Interés 1,51123,Estado de México,San José,Rincón de Romos,Aguascalientes,Hernández,974,46,Mexico,Pabellón de Arteaga,/,/,/
1324,1325,1331,TIJJ1740T27EMKK5,Dulce,Cárdenas,Vega,1999-02-27,O,Estadounidense,M,L,29,82.61,2.00,Santander,Preparatoria,Preparatoria,Ninguna,Ninguna,True,Razón 3,Profesión 5,Interés 4,76307,Querétaro,La Loma,El Llano,San José de Gracia,Reyes,988,12,Hidalgo,Jesús María,/,/,/
1325,1326,1332,HACP9302Q29ASMD1,Alejandro,Valenzuela,Lugo,1960-04-25,M,Estadounidense,XXL,M,27,81.59,2.00,HSBC,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 5,Profesión 5,Interés 4,83161,Sonora,La Colina,Pabellón de Arteaga,Jesús María,Revolución,425,55,Coahuila,Pabellón de Arteaga,/,/,/
1326,1327,1333,TEQJ2897F33EQYV9,Roberto,Zamora,Castillo,1966-09-04,M,Barbudense,XXL,XXL,30,90.50,2.00,HSBC,Licenciatura,Licenciatura,Ninguna,Ninguna,False,Razón 5,Profesión 3,Interés 2,16189,Ciudad de México,La Loma,Cosío,Jesús María,Reyes,817,36,Nuevo León,Asientos,/,/,/
1327,1328,1334,JUFF1987J99UNDS1,Norma,Valenzuela,Salazar,1970-03-24,O,Paraguaya,L,XXL,24,111.59,2.00,Inbursa,Secundaria,Secundaria,Ninguna,Artes Plásticas,False,Razón 2,Profesión 1,Interés 4,37001,Guanajuato,San Antonio,Cosío,Cosío,Silva,810,9,Oaxaca,San José de Gracia,/,/,/
1328,1329,1335,SAHX6568L91AFZP6,Isabel,Sosa,Vargas,1965-03-15,M,Barbadense,L,S,23,114.75,2.00,Banco del Bajío,Primaria,Primaria,Otro,Ninguna,False,Razón 3,Profesión 4,Interés 2,71097,Oaxaca,La Soledad,Tepezalá,Tepezalá,Gutiérrez,292,23,Mexico,Tepezalá,/,/,/
1329,1330,1336,WIBN1746F92OCDG5,Jorge,Zamora,Martínez,1970-05-20,M,Chilena,L,XS,25,97.11,2.00,Banamex,Preparatoria,Preparatoria,Biología,Artes Plásticas,False,Razón 4,Profesión 4,Interés 4,97474,Yucatán,La Playa,Asientos,Pabellón de Arteaga,Aguirre,849,92,Colima,Pabellón de Arteaga,/,/,/
1330,1331,1337,JUGZ5167Q48OFBS2,Fernando,Flores,Martínez,1987-12-23,F,Haitiana,M,M,22,85.72,2.00,Banco Azteca,Secundaria,Secundaria,Ninguna,Literatura,False,Razón 4,Profesión 4,Interés 4,84313,Sonora,La Soledad,Pabellón de Arteaga,Aguascalientes,Pérez,804,92,Baja California,Cosío,/,/,/
1331,1332,1338,JUHM0322K78AZVH9,Salvador,Vargas,Lara,1997-10-05,O,Granadino,XS,S,31,40.22,2.00,Banorte,Secundaria,Secundaria,Biología,Ninguna,False,Razón 3,Profesión 2,Interés 3,77285,Quintana Roo,La Isla,El Llano,Jesús María,Pérez,546,21,Nuevo León,Rincón de Romos,/,/,/
1332,1333,1339,LOSL8685F83AGTJ0,Héctor,Pacheco,Escobar,1975-02-18,F,Colombiana,S,XXL,25,53.46,2.00,Banorte,Primaria,Primaria,Biología,Ninguna,False,Razón 2,Profesión 4,Interés 5,77746,Quintana Roo,La Cascada,Asientos,Cosío,Guzmán,599,16,Yucatan,Cosío,/,/,/
1333,1334,1340,SUWS6914V54ELNS7,Norma,Vega,Sánchez,1991-02-24,O,Ecuatoriana,L,XL,33,103.63,2.00,Scotiabank,Preparatoria,Preparatoria,Biología,Literatura,False,Razón 1,Profesión 1,Interés 3,83630,Sonora,San Miguel,El Llano,San José de Gracia,Herrera,722,35,Durango,Tepezalá,/,/,/
1334,1335,1341,WIST0121B19UQQH1,Héctor,Gallardo,López,1997-09-04,M,Guayanés,XS,XS,29,118.80,2.00,Inbursa,Secundaria,Secundaria,Biología,Literatura,True,Razón 4,Profesión 4,Interés 5,21629,Baja California,La Rinconada,Pabellón de Arteaga,Rincón de Romos,Díaz,963,68,Durango,Calvillo,/,/,/
1335,1336,1342,CAQK4334C01ACTB7,Alberto,Jiménez,Valenzuela,1998-12-28,M,Nevisiano,XL,M,31,55.08,2.00,Inbursa,Preparatoria,Preparatoria,Ninguna,Teatro,True,Razón 3,Profesión 4,Interés 4,38188,Guanajuato,San Antonio,Tepezalá,El Llano,Gómez,263,60,Querétaro,Asientos,/,/,/
1336,1337,1343,LOMH8400C18OSVS8,Teresa,Mata,Valenzuela,1998-10-16,O,Haitiano,XXL,XS,26,86.53,2.00,HSBC,Primaria,Primaria,Otro,Artes Plásticas,True,Razón 2,Profesión 1,Interés 2,99129,Zacatecas,La Cañada,Tepezalá,San José de Gracia,Medina,552,46,Nuevo León,Ensenada,/,/,/
1337,1338,1344,ZEWX1778G70ANKY2,Rafael,Valdés,Campos,1990-03-23,O,Salvadoreño,XL,L,25,84.26,2.00,Banorte,Primaria,Primaria,Física,Literatura,False,Razón 4,Profesión 4,Interés 3,98030,Zacatecas,La Joya,Pabellón de Arteaga,Aguascalientes,Álvarez,573,55,Mexico,Rincón de Romos,/,/,/
1338,1339,1345,TANJ8827C84ECQF3,Miguel,Vargas,Cárdenas,1992-04-17,M,Barbudense,XL,XS,26,40.70,2.00,Banco Azteca,Primaria,Primaria,Química,Teatro,False,Razón 3,Profesión 1,Interés 5,37792,Guanajuato,La Sierra,Pabellón de Arteaga,Aguascalientes,Morelos,528,23,Oaxaca,Tepezalá,/,/,/
1339,1340,1346,HATL2011K38UBTH1,Patricia,Valdés,Cabrera,1989-06-14,O,Guayanés,XS,S,32,102.01,2.00,Banorte,Licenciatura,Licenciatura,Biología,Artes Plásticas,True,Razón 5,Profesión 3,Interés 2,85681,Sonora,La Estrella,Tepezalá,Cosío,Gómez Farías,160,65,Sonora,El Llano,/,/,/
1340,1341,1347,NIXH8801L24UCMS8,Armando,Salazar,Fernández,1980-01-27,O,Granadino,XXL,M,33,73.39,2.00,Inbursa,Preparatoria,Preparatoria,Otro,Literatura,False,Razón 5,Profesión 5,Interés 3,77173,Quintana Roo,La Unión,Ensenada,Cosío,Juárez,471,22,Michoacan,Tepezalá,/,/,/
1341,1342,1348,RUQN9427W40OTXL9,Juan,Vega,Sosa,1990-09-06,O,Paraguayo,XS,S,27,77.47,2.00,Banco del Bajío,Primaria,Primaria,Química,Ninguna,False,Razón 5,Profesión 3,Interés 5,90651,Tlaxcala,San José,Rincón de Romos,Cosío,García,443,88,Tabasco,Ensenada,/,/,/
1342,1343,1349,FITM3574L52UYBM8,Ángel,Ramírez,Flores,1982-08-04,M,Antiguano,XXL,XL,23,52.49,2.00,Santander,Secundaria,Secundaria,Biología,Ninguna,True,Razón 1,Profesión 3,Interés 3,40169,Guerrero,La Sierra,Aguascalientes,El Llano,Benito Juárez,820,87,San Luis Potosí,El Llano,/,/,/
1343,1344,1350,QUYC8249J90ERQB7,Rosa,Villanueva,Valencia,1964-03-09,F,Salvadoreño,XL,M,26,48.52,2.00,Banco Azteca,Secundaria,Secundaria,Química,Teatro,False,Razón 4,Profesión 2,Interés 5,33256,Chihuahua,La Isla,Tepezalá,San José de Gracia,Ortiz,397,65,Tlaxcala,Pabellón de Arteaga,/,/,/
1344,1345,1351,SIMT4918B62UXPY4,Miguel,Vázquez,Zamora,1990-12-05,F,Brasileño,M,M,22,80.48,2.00,HSBC,Primaria,Primaria,Física,Artes Plásticas,False,Razón 4,Profesión 4,Interés 4,51662,Estado de México,La Rinconada,Cosío,Asientos,Medina,679,69,Puebla,San José de Gracia,/,/,/
1345,1346,1352,VOXH1805R37UTPT4,Ernesto,Aguayo,Sosa,1977-07-14,O,Argentina,XXL,S,28,81.19,2.00,Inbursa,Licenciatura,Licenciatura,Biología,Música,False,Razón 5,Profesión 4,Interés 1,97168,Yucatán,San Juan,El Llano,Calvillo,Herrera,524,78,Guanajuato,El Llano,/,/,/
1346,1347,1353,LENQ6847S08OMJF6,Alejandro,Castañeda,Valencia,1973-07-07,M,Costarricense,S,M,33,103.47,2.00,Banco del Bajío,Licenciatura,Licenciatura,Ninguna,Literatura,True,Razón 5,Profesión 1,Interés 1,38804,Guanajuato,La Colina,Jesús María,Jesús María,Hidalgo,56,66,Tlaxcala,Tepezalá,/,/,/
1347,1348,1354,HUJN1065K90IMRJ0,Héctor,Campos,Campos,1990-08-24,F,Surinamés,XXL,S,24,68.67,2.00,Scotiabank,Secundaria,Secundaria,Química,Música,False,Razón 1,Profesión 1,Interés 4,61763,Michoacán,La Sierra,Calvillo,San José de Gracia,Aguirre,183,81,Yucatan,El Llano,/,/,/
1348,1349,1355,QEFF3317F54ONWM1,Fernando,Campos,Torres,2002-05-15,F,Argentino,S,S,25,63.68,2.00,BanCoppel,Licenciatura,Licenciatura,Ninguna,Música,True,Razón 1,Profesión 3,Interés 2,79473,San Luis Potosí,La Esperanza,Rincón de Romos,Rincón de Romos,Ruiz,536,98,Morelos,Rincón de Romos,/,/,/
1349,1350,1356,QISK6733T46OYYR7,José Luis,Silva,Carrillo,1996-08-06,O,Colombiana,M,L,34,59.97,2.00,BBVA,Primaria,Primaria,Ninguna,Literatura,False,Razón 3,Profesión 3,Interés 4,92187,Veracruz,La Cascada,Ensenada,Cosío,Medina,455,23,Puebla,Jesús María,/,/,/
1350,1351,1357,BUSQ5141L99AYQM0,Carlos,Valenzuela,Escobar,1963-09-04,M,Peruana,L,XXL,26,100.22,2.00,Banamex,Preparatoria,Preparatoria,Biología,Literatura,True,Razón 4,Profesión 3,Interés 2,32738,Chihuahua,La Perla,El Llano,Jesús María,Cortés,75,85,Guanajuato,El Llano,/,/,/
1351,1352,1358,SIRR5560K63ICGM7,Sofía,Sosa,Castillo,1999-04-25,F,Salvadoreño,S,XL,28,102.41,2.00,BBVA,Primaria,Primaria,Biología,Ninguna,False,Razón 4,Profesión 1,Interés 2,27165,Coahuila,La Isla,Rincón de Romos,Asientos,Juárez,594,78,Querétaro,Cosío,/,/,/
1352,1353,1359,FOFC5354X21EJDS2,Humberto,Lara,Villalobos,1985-09-12,F,Haitiano,M,M,25,72.45,2.00,HSBC,Primaria,Primaria,Química,Ninguna,False,Razón 5,Profesión 2,Interés 1,36957,Guanajuato,La Gloria,Calvillo,San José de Gracia,Revolución,229,28,Tlaxcala,El Llano,/,/,/
1353,1354,1360,RUPX6705H00ATLX0,Ernesto,Castañeda,Pérez,1998-05-03,F,Barbadense,M,XS,34,57.27,2.00,Santander,Licenciatura,Licenciatura,Ninguna,Música,False,Razón 4,Profesión 1,Interés 2,97051,Yucatán,La Fortuna,Cosío,Cosío,Zaragoza,21,41,Nayarit,Tepezalá,/,/,/
1354,1355,1361,TUXL1999K89AGGW9,Mauricio,Lugo,Valdés,1979-12-25,M,Guayanés,L,M,29,118.05,2.00,Scotiabank,Preparatoria,Preparatoria,Química,Ninguna,False,Razón 5,Profesión 4,Interés 3,46793,Jalisco,La Colina,San José de Gracia,El Llano,Guzmán,177,52,Chiapas,Calvillo,/,/,/
1355,1356,1362,DODK0666F93UNBQ9,Claudia,Cuevas,Cabrera,2001-12-26,M,Argentino,M,XS,31,63.14,2.00,Banco Azteca,Primaria,Primaria,Otro,Teatro,False,Razón 5,Profesión 4,Interés 2,29151,Chiapas,La Esperanza,Tepezalá,Asientos,Silva,408,86,Chihuahua,Aguascalientes,/,/,/
1356,1357,1363,KEYC8399S06IFWQ9,Erick,Valencia,Ramírez,1973-11-02,O,Paraguaya,XS,M,34,92.00,2.00,Santander,Secundaria,Secundaria,Biología,Música,False,Razón 2,Profesión 5,Interés 5,30505,Chiapas,San Pedro,Aguascalientes,Jesús María,Herrera,333,21,Morelos,Rincón de Romos,/,/,/
1357,1358,1364,YUSC2799N74AMNL5,Ernesto,Ortiz,Zamora,1988-07-14,O,Granadino,L,M,29,114.08,2.00,Inbursa,Licenciatura,Licenciatura,Ninguna,Ninguna,False,Razón 4,Profesión 2,Interés 3,60496,Michoacán,La Isla,El Llano,Rincón de Romos,Cruz,43,39,Tlaxcala,Ensenada,/,/,/
1358,1359,1365,CITZ7379F86IFDQ0,Lorena,Flores,Sosa,1990-03-21,O,Sancristobaleño,XL,M,31,80.34,2.00,BanCoppel,Secundaria,Secundaria,Otro,Artes Plásticas,True,Razón 3,Profesión 5,Interés 5,62791,Morelos,La Loma,Aguascalientes,San José de Gracia,Morelos,665,31,Coahuila,San José de Gracia,/,/,/
1359,1360,1366,SOYC0970W13AKTJ2,Manuel,Navarro,Esparza,1961-04-16,F,Beliceño,M,S,24,97.06,2.00,Scotiabank,Secundaria,Secundaria,Biología,Música,False,Razón 2,Profesión 2,Interés 3,23269,Baja California Sur,La Rinconada,Calvillo,Rincón de Romos,Madero,829,99,Sonora,Rincón de Romos,/,/,/
1360,1361,1367,HENN4145D12ODPN2,Diana,Cervantes,Aguayo,2001-05-12,M,Colombiano,XL,L,35,58.62,2.00,Santander,Secundaria,Secundaria,Otro,Ninguna,True,Razón 5,Profesión 4,Interés 1,79390,San Luis Potosí,San Miguel,San José de Gracia,Cosío,González,800,48,Puebla,Rincón de Romos,/,/,/
1361,1362,1368,ZALQ0584Y29UPCZ5,Pedro,Cabrera,Castillo,1960-05-06,O,Cubano,XL,XXL,26,49.07,2.00,Banamex,Primaria,Primaria,Biología,Ninguna,True,Razón 5,Profesión 4,Interés 4,43986,Hidalgo,La Gloria,Rincón de Romos,Calvillo,González,184,31,Nayarit,San José de Gracia,/,/,/
1362,1363,1369,SIXS1497Q47IWLC7,Teresa,Montes,Villalobos,1970-12-21,O,Cubano,XL,M,35,118.57,2.00,Santander,Preparatoria,Preparatoria,Ninguna,Artes Plásticas,False,Razón 4,Profesión 4,Interés 3,11099,Ciudad de México,La Isla,Pabellón de Arteaga,San José de Gracia,Cortés,957,62,Chiapas,Asientos,/,/,/
1363,1364,1370,MOJB1738S96ASSM3,Antonio,Valencia,Vázquez,2001-11-01,F,Hondureña,S,L,26,98.45,2.00,BBVA,Primaria,Primaria,Ninguna,Música,False,Razón 4,Profesión 5,Interés 1,21099,Baja California,La Cañada,Jesús María,Pabellón de Arteaga,Reyes,843,64,Quintana Roo,Calvillo,/,/,/
1364,1365,1371,JUSS7945D61UPVY9,Rosa María,Sosa,Cervantes,1978-08-12,M,Salvadoreño,XXL,L,22,42.95,2.00,Inbursa,Licenciatura,Licenciatura,Química,Literatura,True,Razón 2,Profesión 1,Interés 1,72578,Puebla,La Sierra,Tepezalá,Jesús María,Martínez,5,18,Sonora,Aguascalientes,/,/,/
1365,1366,1372,GECM4155X41ANJB4,Rosa,Vega,Cruz,1975-12-09,O,Barbudense,M,L,22,76.70,2.00,Inbursa,Secundaria,Secundaria,Ninguna,Ninguna,False,Razón 5,Profesión 1,Interés 2,78545,San Luis Potosí,San Miguel,Jesús María,Jesús María,Rivera,537,6,Zacatecas,Jesús María,/,/,/
1366,1367,1373,WEKQ9961Q87OFPR0,Verónica,Valdés,Valencia,1991-05-25,M,Barbadense,S,XL,31,85.53,2.00,Scotiabank,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 2,Profesión 1,Interés 1,76108,Querétaro,La Cascada,San José de Gracia,Jesús María,Flores,973,91,Chiapas,Ensenada,/,/,/
1367,1368,1374,ZAST0958D16EHYK9,Ricardo,Cruz,Pacheco,1978-09-12,O,Venezolana,L,XS,27,116.87,2.00,Banamex,Licenciatura,Licenciatura,Ninguna,Teatro,False,Razón 4,Profesión 4,Interés 2,77665,Quintana Roo,La Sierra,Calvillo,Tepezalá,González,697,2,Colima,Rincón de Romos,/,/,/
1368,1369,1375,DOVC1248M08AKJR8,Yolanda,Guzmán,González,2002-12-12,M,Peruana,XS,S,24,60.66,2.00,Scotiabank,Primaria,Primaria,Otro,Artes Plásticas,True,Razón 4,Profesión 4,Interés 1,26330,Coahuila,La Montaña,Aguascalientes,San José de Gracia,López,256,85,Puebla,Jesús María,/,/,/
1369,1370,1376,QUHF7040M49EVJQ9,Yolanda,Castañeda,Guzmán,1976-12-19,M,Antiguano,M,XXL,22,111.66,2.00,Scotiabank,Primaria,Primaria,Física,Teatro,True,Razón 4,Profesión 3,Interés 4,93020,Veracruz,La Joya,Aguascalientes,Calvillo,Ramírez,285,79,Morelos,Tepezalá,/,/,/
1370,1371,1377,VERT1417P86UDSG9,Yolanda,Rojas,Zamora,1987-11-26,O,Figueroense,S,L,31,93.25,2.00,BBVA,Licenciatura,Licenciatura,Ninguna,Teatro,True,Razón 2,Profesión 1,Interés 1,77565,Quintana Roo,La Palma,Jesús María,El Llano,Silva,972,46,Michoacan,Tepezalá,/,/,/
